Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,First octet,Second octet,Third octet,Fourth octet,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
vivo-barefoot-slovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,62,165,231,64,23,1,0,0,0,0,0,48950,200,Apache,3.66,0.35,0.54,0.0,0.08,2,3,0,1,False,25,True,False,None,1
okay.sk,"INTERNET CZ, a.s.",4.0,3.0,Google Trust Services,35,23,227,38,65,1,1,1,1,0,1,13335,200,cloudflare,2.52,0.43,0.43,0.0,0.0,2,2,0,0,False,6,False,False,Canada,0
geoxstore.sk,"WebHouse, s.r.o.",3.0,3.0,Let's Encrypt,31,185,59,211,205,1,1,1,1,0,1,43541,200,nginx,3.08,0.33,0.58,0.0,0.0,2,3,0,0,False,11,True,False,Czechia,0
teplice.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,44,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
cykloeshop.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,33,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.24,0.31,0.62,0.0,0.0,2,2,0,0,False,12,True,False,Czechia,1
mobiluj.sk,Gransy s.r.o.,1.0,1.0,Google Trust Services,64,104,21,29,181,2,1,0,0,0,0,13335,200,cloudflare,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Canada,1
skechersdamske.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,34,165,231,199,202,1,0,0,0,0,0,58065,200,Apache,3.06,0.24,0.71,0.0,0.0,1,3,0,0,False,16,False,False,Estonia,1
jomabratislava.sk,NETIM,4.0,3.0,ZeroSSL,43,165,231,223,177,1,0,0,0,0,0,58065,403,nginx,3.5,0.35,0.59,0.0,0.0,1,2,0,0,False,16,True,False,United States,1
caterpillartopanky.sk,Gransy s.r.o.,4.0,1.0,Google Trust Services,45,104,21,32,97,2,0,0,0,0,0,13335,200,cloudflare,3.69,0.33,0.62,0.0,0.0,1,2,0,0,False,20,True,False,Canada,1
ssos365.sk,"WebCreators, s. r. o.",3.0,3.0,None,49,193,163,77,21,1,1,1,1,1,1,29405,404,nginx,2.52,0.1,0.5,0.3,0.0,1,2,3,0,False,9,False,False,Slovakia,1
dusicka.sk,"WebCreators, s. r. o.",4.0,3.0,Let's Encrypt,33,193,163,77,17,1,1,1,1,1,1,29405,403,LiteSpeed,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
infoma.sk,ZONER s.r.o.,4.0,3.0,DigiCert Inc,106,217,198,114,185,1,0,0,1,0,0,34222,200,Apache,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
kasinosk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,58,104,21,82,142,2,1,1,1,0,0,13335,200,cloudflare,2.59,0.27,0.64,0.0,0.0,1,2,0,0,False,10,True,True,Canada,1
newbalancefootball.sk,Corporation Service Company (DBS) GmbH,4.0,1.0,None,0,23,77,97,140,1,1,0,1,0,0,20940,0,None,3.56,0.33,0.62,0.0,0.0,2,2,0,0,False,20,False,False,Japan,1
ted-baker.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,82,196,244,194,219,1,0,0,0,0,0,58065,200,Apache,3.25,0.25,0.58,0.0,0.08,1,2,0,1,False,11,False,False,None,1
jordantenisky.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,62,104,21,96,1,7,0,0,0,0,0,13335,200,cloudflare,3.62,0.31,0.62,0.0,0.0,1,2,0,0,False,15,True,False,Canada,1
tesco.sk,MarkMonitor International Limited,4.0,2.0,"Entrust, Inc.",46,23,218,63,28,1,1,1,1,1,1,16625,0,None,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,United States,0
123peniaze.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,38,104,21,68,216,2,0,0,0,0,0,13335,403,cloudflare,3.55,0.31,0.38,0.23,0.0,2,2,3,0,False,12,False,False,Canada,1
on-running-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,83,172,67,188,75,2,0,0,0,0,0,13335,200,cloudflare,3.12,0.19,0.62,0.0,0.12,1,2,0,1,False,15,False,True,Canada,1
fisjasna.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,76,5,35,248,73,1,1,1,1,1,1,8972,500,Apache,2.85,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,France,0
znalec-kosice.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,83,31,15,10,61,1,0,0,1,0,0,25234,200,nginx,3.5,0.31,0.56,0.0,0.06,1,2,0,1,False,15,False,False,Czechia,1
arcteryx-slovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,84,104,21,32,158,2,0,0,0,0,0,13335,200,cloudflare,3.78,0.29,0.62,0.0,0.05,1,3,0,1,False,20,True,False,Canada,1
galileohotel.sk,pressitech s.r.o.,4.0,3.0,None,5,195,80,163,33,1,1,1,1,0,0,8778,200,nginx,3.32,0.4,0.53,0.0,0.0,2,2,0,0,False,14,False,False,Slovakia,0
demoniatopanky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,49,196,242,179,43,1,0,0,0,0,0,58065,200,Apache,3.62,0.41,0.53,0.0,0.0,2,2,0,0,False,16,True,False,South Africa,1
peknetopanky.sk,"WebHouse, s.r.o.",1.0,1.0,Google Trust Services,72,104,21,80,1,7,0,0,0,0,0,13335,403,cloudflare,3.19,0.33,0.6,0.0,0.0,1,2,0,0,False,14,True,False,Canada,1
hotelbowgarden.sk,"Webglobe, a.s.",4.0,3.0,None,40,217,67,31,5,1,1,1,1,1,1,5578,200,nginx,3.85,0.29,0.65,0.0,0.0,1,2,0,0,False,16,False,False,Slovakia,0
nanavypredaj.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,86,196,245,56,163,1,0,0,0,0,0,58065,200,Apache,3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,14,True,False,Spain,1
hanwagsk.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,65,104,21,27,234,2,0,0,0,0,0,13335,200,cloudflare,2.91,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,True,Canada,1
vanseshop.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,35,104,160,6,110,1,0,0,0,0,0,41564,0,None,3.19,0.25,0.67,0.0,0.0,1,2,0,0,False,11,True,False,United Kingdom,1
spisskepodhradie.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,79,88,86,102,7,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.3,0.32,0.63,0.0,0.0,2,3,0,0,False,18,False,False,Czechia,0
mail.oncloud.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,29,196,245,230,4,1,0,0,0,0,0,58065,200,Apache,3.51,0.33,0.53,0.0,0.0,2,3,0,0,False,14,False,False,Germany,1
kluarco.sk,"crooce.com - the internet company, s.r.o.",4.0,3.0,Let's Encrypt,67,85,248,116,95,1,1,1,1,0,0,5578,200,Apache,3.12,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,False,Slovakia,0
asolobratislava.sk,NETIM,4.0,3.0,Google Trust Services,67,172,67,162,227,2,0,0,0,0,0,13335,403,cloudflare,3.24,0.39,0.56,0.0,0.0,1,2,0,0,False,17,True,False,Canada,1
portalvs.sk,"Webglobe, a.s.",4.0,3.0,Sectigo Limited,133,194,160,4,101,1,1,1,1,0,0,2607,200,nginx,3.28,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
cryptominer.sk,Websupport s.r.o.,3.0,3.0,None,9,37,9,175,197,1,1,1,1,0,0,51013,200,openresty,3.66,0.29,0.64,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,1
wolverinestore.sk,NETIM,4.0,3.0,ZeroSSL,42,165,231,222,2,1,0,0,0,0,0,58065,403,nginx,3.45,0.35,0.59,0.0,0.0,1,2,0,0,False,16,True,False,United States,1
ocmax.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,87,37,9,175,155,1,1,1,1,0,1,51013,200,openresty,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
tamarisbratislava.sk,NETIM,4.0,3.0,ZeroSSL,65,196,196,198,13,1,0,0,0,0,0,41564,403,Apache/2,3.2,0.35,0.6,0.0,0.0,1,3,0,0,False,19,True,False,Ireland,1
tamarislovenskos.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,35,196,245,153,203,1,0,0,0,0,0,41564,200,Apache,3.51,0.32,0.63,0.0,0.0,1,3,0,0,False,18,True,False,None,1
krubystra.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,53,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.08,0.25,0.67,0.0,0.0,1,3,0,0,False,11,False,False,Slovakia,0
snslp.sk,ZONER s.r.o.,4.0,3.0,Let's Encrypt,54,90,64,236,212,1,1,1,1,0,1,15962,200,Apache/2.4.37 (centos) OpenSSL/1.1.1g,2.41,0.0,0.88,0.0,0.0,0,5,0,0,False,7,False,False,Slovakia,0
ragwear.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,73,196,196,13,157,1,0,0,0,0,0,63119,200,Apache,2.92,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,False,Germany,1
cityhotelpark.sk,"DSI DATA, a. s.",4.0,3.0,Google Trust Services,35,172,67,153,229,2,1,1,1,0,1,13335,200,cloudflare,3.75,0.31,0.62,0.0,0.0,1,2,0,0,False,15,False,False,Canada,0
levoca.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,81,51,91,81,147,1,1,0,1,0,1,16276,200,None,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,France,0
peakperformanceslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,84,104,21,96,1,7,0,0,0,0,0,13335,200,cloudflare,3.63,0.33,0.63,0.0,0.0,2,3,0,0,False,26,True,False,Canada,1
korona-slovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,35,104,21,18,94,2,0,0,0,0,0,13335,403,cloudflare,3.22,0.32,0.58,0.0,0.05,1,3,0,1,False,18,True,False,Canada,1
sliac.sk,THR Systems a.s.,4.0,1.0,Let's Encrypt,81,51,91,81,147,1,1,1,1,0,0,16276,200,None,2.75,0.25,0.62,0.0,0.0,2,2,0,0,False,7,False,False,France,0
thorin.sk,"CMD, s.r.o.",4.0,3.0,Let's Encrypt,54,46,229,233,134,1,1,1,1,0,1,29405,200,Apache/2.4.62 (Debian),3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
hotelmagnus.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,43,37,9,175,179,1,1,1,1,0,0,51013,200,openresty,3.66,0.29,0.64,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
lacnaobuv.sk,Gransy s.r.o.,4.0,3.0,DigiCert Inc,94,64,190,63,222,1,1,1,1,1,1,47846,403,None,3.42,0.33,0.58,0.0,0.0,2,2,0,0,False,11,True,False,Germany,1
rvcashopsbratislava.sk,NETIM,4.0,3.0,Google Trust Services,40,104,21,80,1,7,0,0,0,0,0,13335,403,cloudflare,3.55,0.27,0.68,0.0,0.0,1,4,0,0,False,21,True,False,Canada,1
povazska-bystrica.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,43,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.75,0.3,0.6,0.0,0.05,1,3,0,1,False,19,False,False,Slovakia,0
hotelmodena.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,Let's Encrypt,55,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
hotelsvataludmila.sk,"INTERNET CZ, a.s.",4.0,1.0,Actalis S.p.A.,218,81,2,194,244,1,0,0,1,0,0,24806,200,Apache,3.65,0.35,0.6,0.0,0.0,1,3,0,0,False,19,False,False,Czechia,0
sauconyslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,58,196,245,153,246,1,0,0,0,0,0,41564,200,Apache,3.37,0.37,0.58,0.0,0.0,2,3,0,0,False,18,True,False,None,1
arkadia.sk,"Slovanet, a. s.",4.0,3.0,None,70,195,28,64,102,1,1,1,1,0,0,8778,200,Apache,2.65,0.4,0.5,0.0,0.0,2,2,0,0,False,9,False,False,Slovakia,0
ugg-slovensko.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,87,196,196,231,232,1,0,0,0,0,0,48950,200,Apache,3.33,0.25,0.62,0.0,0.06,1,3,0,1,False,15,True,False,Sweden,1
autoskolaportal.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,68,37,9,175,156,1,1,1,1,0,0,51013,200,openresty,3.2,0.39,0.56,0.0,0.0,2,2,0,0,False,17,False,False,Slovakia,0
gbely.sk,"RANSYSTEMS, s.r.o.",4.0,2.0,Let's Encrypt,54,88,86,102,6,1,1,1,1,0,1,39392,200,Microsoft-IIS/8.5,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Czechia,0
speedoslovensko.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,52,196,241,63,59,1,0,0,0,0,0,41564,200,Apache,3.09,0.33,0.61,0.0,0.0,2,3,0,0,False,17,True,False,United Kingdom,1
hotelcomfort.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,80,212,57,32,36,1,1,1,1,1,1,48689,200,nginx,3.46,0.27,0.67,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
martensbratislava.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,68,196,245,52,84,1,0,0,0,0,0,58065,200,Apache,3.48,0.3,0.65,0.0,0.0,1,4,0,0,False,19,True,False,Spain,1
nine-west.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,51,165,231,64,7,1,0,0,0,0,0,48950,200,Apache,3.08,0.25,0.58,0.0,0.08,1,2,0,1,False,11,False,False,Germany,1
stussyslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,50,196,196,200,188,1,0,0,0,0,0,41564,200,Apache,3.09,0.28,0.67,0.0,0.0,1,3,0,0,False,17,True,False,Finland,1
hokabezeckaobuv.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,88,165,231,190,73,1,0,0,0,0,0,58065,200,Apache,3.46,0.39,0.56,0.0,0.0,2,2,0,0,False,17,True,False,Estonia,1
apple-store.sk,Gransy s.r.o.,4.0,3.0,None,83,80,211,205,197,1,0,0,1,0,0,24806,200,Apache/2.4.52 (Ubuntu),3.38,0.29,0.57,0.0,0.07,1,3,0,1,False,13,True,False,None,1
hotelsomka.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,61,83,169,43,108,1,1,1,1,1,1,20773,200,Apache,3.24,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Germany,0
roxybratislava.sk,NETIM,4.0,3.0,Google Trust Services,40,104,21,81,225,2,0,0,0,0,0,13335,403,cloudflare,3.57,0.35,0.59,0.0,0.0,1,2,0,0,False,16,True,False,Canada,1
hollistersk.sk,Gransy s.r.o.,3.0,3.0,None,0,165,231,64,69,1,0,0,0,0,0,48950,403,Apache,3.18,0.21,0.71,0.0,0.0,1,3,0,0,False,13,False,True,Germany,1
autoskoladarivcak.sk,Websupport s.r.o.,4.0,3.0,None,0,46,28,107,238,1,1,1,1,0,0,197019,200,Apache,3.48,0.4,0.55,0.0,0.0,2,2,0,0,False,19,False,False,Czechia,0
hothot.sk,Websupport s.r.o.,3.0,3.0,None,89,37,9,175,196,1,1,1,1,0,0,51013,200,openresty,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,1
microsoftonline.sk,"INTERNET CZ, a.s.",2.0,2.0,None,0,194,182,84,187,1,0,0,0,0,0,24806,200,Apache/2.4.62 (Debian),3.57,0.33,0.61,0.0,0.0,1,2,0,0,False,17,True,False,Czechia,1
mestotornala.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,81,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
lineas.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,24,37,9,175,181,1,1,1,1,0,0,51013,200,openresty,2.95,0.33,0.56,0.0,0.0,2,2,0,0,False,8,False,False,Slovakia,0
nike-sk.sk,Gransy s.r.o.,4.0,3.0,None,0,196,240,121,250,1,0,0,0,0,0,41564,0,None,2.65,0.2,0.6,0.0,0.1,1,2,0,1,False,9,False,True,None,1
mup.sk,"SWAN, a. s.",4.0,1.0,Let's Encrypt,31,86,110,225,104,1,0,0,0,0,0,29405,200,Apache,2.58,0.17,0.67,0.0,0.0,1,2,0,0,False,5,False,False,Slovakia,0
danielwellingtonslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,55,165,231,64,37,1,0,0,0,0,0,48950,200,Apache,3.58,0.32,0.64,0.0,0.0,2,3,0,0,False,27,True,False,None,1
municiepreukrajinu.sk,"ACTIVE 24, s.r.o.",3.0,3.0,None,0,3,73,27,108,2,1,1,1,0,1,16509,404,openresty,3.56,0.43,0.52,0.0,0.0,2,2,0,0,False,20,False,False,Germany,1
ninecasinos.sk,Key-Systems GmbH,3.0,3.0,Google Trust Services,76,104,21,23,127,2,1,0,0,0,0,13335,200,cloudflare,2.99,0.36,0.57,0.0,0.0,1,2,0,0,False,13,True,False,Canada,1
skitmg.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,64,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,2.73,0.11,0.78,0.0,0.0,1,3,0,0,False,8,False,False,Slovakia,0
lyziarskaskola.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,48,37,9,175,156,1,1,1,1,0,0,51013,200,openresty,3.13,0.35,0.59,0.0,0.0,2,3,0,0,False,16,False,False,Slovakia,0
hubertnz.sk,"Visible Promotion, s.r.o.",4.0,2.0,Let's Encrypt,47,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.46,0.18,0.73,0.0,0.0,1,4,0,0,False,10,False,False,Slovakia,0
skibezovec.sk,"WebCreators, s. r. o.",4.0,2.0,Let's Encrypt,47,193,163,77,92,1,1,1,1,1,1,29405,200,nginx,3.24,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
staralubovna.sk,"Netix Solutions, s. r. o.",4.0,3.0,Let's Encrypt,32,46,28,105,86,1,1,1,1,0,1,197019,200,Apache,3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Czechia,0
desigualoutlet.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,42,165,231,64,7,1,0,0,0,0,0,48950,200,Apache,3.5,0.41,0.53,0.0,0.0,2,2,0,0,False,16,True,False,Germany,1
newbalanceslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,76,104,21,30,207,2,0,0,0,0,0,13335,200,cloudflare,3.45,0.32,0.64,0.0,0.0,1,3,0,0,False,21,True,False,Canada,1
teniskyasics.sk,NETIM,4.0,3.0,ZeroSSL,43,196,247,57,93,1,0,0,0,0,0,41564,403,nginx,3.11,0.33,0.6,0.0,0.0,2,2,0,0,False,14,True,False,Canada,1
gymsharksk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,77,104,21,15,127,2,0,0,0,0,0,13335,200,cloudflare,2.97,0.15,0.77,0.0,0.0,1,4,0,0,False,12,False,True,Canada,1
vrutky.sk,DATACOM.EU s.r.o.,4.0,2.0,Let's Encrypt,89,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
hotel-lipa.sk,"DUST 4 Business, s.r.o.",4.0,3.0,None,0,78,46,209,196,1,1,1,1,1,0,24940,200,Apache,3.55,0.31,0.54,0.0,0.08,1,2,0,1,False,12,False,False,Germany,0
komonoslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,83,104,21,12,51,2,0,0,0,0,0,13335,200,cloudflare,2.89,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Canada,1
kupelediamant.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,66,66,241,124,219,1,1,1,1,0,0,40509,200,Fly/bce90e867 (2025-03-28),3.62,0.38,0.56,0.0,0.0,2,2,0,0,False,15,True,False,United States,0
balenciagaoutlet.sk,NETIM,4.0,3.0,ZeroSSL,42,165,231,200,194,1,0,0,0,0,0,58065,403,nginx,3.68,0.42,0.53,0.0,0.0,3,2,0,0,False,18,True,False,Estonia,1
gymsharkslovakia.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,50,104,21,112,1,7,0,0,0,0,0,13335,200,cloudflare,3.5,0.32,0.63,0.0,0.0,2,4,0,0,False,18,True,False,Canada,1
znalectrencin.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,83,31,15,10,61,1,0,0,1,0,0,25234,200,nginx,3.45,0.25,0.69,0.0,0.0,1,3,0,0,False,15,False,False,Czechia,1
mizunoslovenskostore.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,62,196,245,153,200,1,0,0,0,0,0,41564,200,Apache,3.57,0.35,0.61,0.0,0.0,1,3,0,0,False,22,True,False,None,1
danskobratislava.sk,NETIM,4.0,3.0,ZeroSSL,48,196,247,60,243,1,0,0,0,0,0,41564,403,Apache/2,3.47,0.32,0.63,0.0,0.0,1,3,0,0,False,18,True,False,Canada,1
banderium.sk,"INTERNET CZ, a.s.",4.0,3.0,Actalis S.p.A.,378,81,2,195,254,1,1,1,1,0,0,24806,200,Apache,3.58,0.33,0.58,0.0,0.0,2,2,0,0,False,11,False,False,Czechia,0
adidasunderwear.sk,Corporation Service Company (DBS) GmbH,4.0,3.0,"GoDaddy.com, Inc.",181,3,33,130,190,2,0,0,0,0,0,16509,200,None,3.31,0.39,0.56,0.0,0.0,2,2,0,0,False,17,False,False,Canada,1
eminent.sk,VONET s.r.o.,4.0,3.0,None,0,52,213,120,66,1,1,1,1,0,0,16509,200,Apache/2.4.62 (Amazon Linux),2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Ireland,0
calvinkleinslovakia.sk,Gransy s.r.o.,4.0,3.0,None,87,196,196,223,122,1,0,0,0,0,0,58065,0,None,3.32,0.36,0.59,0.0,0.0,2,3,0,0,False,21,True,False,Estonia,1
caterpillarobuv.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,42,104,21,85,174,2,0,0,0,0,0,13335,200,cloudflare,3.84,0.33,0.61,0.0,0.0,1,2,0,0,False,17,True,False,Canada,1
pinkoslovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,37,196,196,154,215,1,0,0,0,0,0,58065,200,Apache,3.13,0.29,0.65,0.0,0.0,1,3,0,0,False,16,True,False,Sweden,1
salomonoutlet.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,68,158,222,2,19,1,0,0,0,0,0,63119,200,Apache,3.33,0.38,0.56,0.0,0.0,2,2,0,0,False,15,True,False,United States,1
whotel.sk,Costrar EOOD,3.0,3.0,Let's Encrypt,31,103,224,182,253,1,1,1,1,1,1,133618,200,Caddy,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,United States,0
furlakabelkyoutlet.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,83,104,21,96,1,7,0,0,0,0,0,13335,403,cloudflare,3.56,0.38,0.57,0.0,0.0,3,2,0,0,False,20,True,False,Canada,1
autoservissk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,85,172,67,145,179,2,0,0,0,0,0,13335,403,cloudflare,3.24,0.33,0.6,0.0,0.0,2,3,0,0,False,14,False,True,Canada,1
lonsdalesk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,40,165,231,64,4,1,0,0,0,0,0,48950,200,Apache,3.03,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,True,None,1
dvsshoes.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,59,165,231,190,79,1,0,0,0,0,0,58065,200,Apache,2.73,0.18,0.73,0.0,0.0,2,5,0,0,False,10,True,False,Estonia,1
lowaslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,35,104,21,38,116,2,0,0,0,0,0,13335,200,cloudflare,3.16,0.31,0.62,0.0,0.0,1,3,0,0,False,15,True,False,Canada,1
znalecpresov.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,83,31,15,10,61,1,0,0,1,0,0,25234,200,nginx,3.64,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Czechia,1
dcshoessk.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,55,165,231,36,105,1,0,0,0,0,0,41564,200,Apache,2.75,0.17,0.75,0.0,0.0,2,4,0,0,False,11,True,True,United Kingdom,1
panorama.sk,Bc. Branislav Bibel,4.0,3.0,Let's Encrypt,54,139,59,131,69,1,1,0,1,0,0,14061,200,Apache/2.4.18 (Ubuntu),3.03,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Germany,0
asicsteniskybratislava.sk,NETIM,4.0,4.0,ZeroSSL,79,196,240,10,17,1,0,0,0,0,0,58065,403,nginx,3.51,0.36,0.6,0.0,0.0,1,3,0,0,False,24,True,False,United States,1
hokaoneonepredaj.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,73,196,196,106,208,1,0,0,0,0,0,41564,200,Apache,3.43,0.42,0.53,0.0,0.0,2,2,0,0,False,18,False,False,Latvia,1
teveosk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,69,165,231,64,32,1,0,0,0,0,0,48950,200,Apache,2.72,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,True,Germany,1
xeroshoes.sk,"ACTIVE 24, s.r.o.",4.0,1.0,Google Trust Services,73,104,21,4,121,2,0,0,0,0,0,13335,200,cloudflare,2.86,0.33,0.58,0.0,0.0,2,2,0,0,False,11,True,False,Canada,1
parfois-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,20,196,245,53,23,1,0,0,0,0,0,58065,200,Apache,3.58,0.3,0.6,0.0,0.05,2,3,0,1,False,19,True,False,Spain,1
hotelzelenydvor.sk,Websupport s.r.o.,4.0,3.0,None,54,37,9,175,180,1,1,1,1,0,0,51013,200,openresty,3.68,0.33,0.61,0.0,0.0,1,2,0,0,False,17,False,False,Slovakia,0
refan-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,39,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.46,0.28,0.61,0.0,0.06,1,3,0,1,False,17,True,False,Czechia,1
otvaracie-hodiny.sk,"WebHouse, s.r.o.",4.0,1.0,Let's Encrypt,75,52,28,35,14,1,1,1,1,0,1,16509,200,Apache/2.4.7 (Ubuntu),3.93,0.42,0.47,0.0,0.05,2,2,0,1,False,18,False,False,Germany,0
